name,molecule_chembl_id,smiles,max_phase,best_pchembl,best_standard_nM,activity_types,source,zinc_id,replicate
,,COC[C@@H](CC(=O)N1CCC[C@H]1CSC)NC(=O)Cc1cn[nH]c1,,,,,,ZINCoe00000HT9HZ,1
,,CC[C@H](C)C[C@H](C)C(=O)N(C)CCN(C)C(=O)c1ccnc(Cl)c1N,,,,,,ZINCpz000005RHhd,1
,,CCc1ncc(S(=O)(=O)N[C@H](C)CNC(=O)[C@@H](SC)C(C)C)s1,,,,,,ZINCno00001A1dK4,1
,,CCc1ccncc1N[C@H](c1nnnn1C)C1CC(OC)(OC)C1,,,,,,ZINCon00000t6fIX,1
,,CSc1ccnc(N2CC[C@@](C)(NC(=O)CC[C@H]3CCS3(=O)=O)C2)n1,,,,,,ZINCpi00001BP6K9,1
,,CSc1ccnc(N2CC[C@@](C)(CNC(=O)CCC(=O)N(C)C)C2)n1,,,,,,ZINCpj00001BP6JY,1
,,CCc1ncc(S(=O)(=O)N[C@H](C)CCNC(=O)c2cnco2)o1,,,,,,ZINCnd00001A1dJE,1
,,C=C1CC(C(=O)NC[C@@H](C)CNc2ncnc3[nH]c(C)c(C)c23)C1,,,,,,ZINCox0000027KzK,1
,,COC[C@@]1(C)CN(C(=O)CCc2ccc(O)c(Cl)c2)CCO1,,,,,,ZINCms000000DB9E,1
,,CCN1CC[C@@H]1CNC(=O)C1(NC(=O)c2cc(O)cc(=O)o2)CSC1,,,,,,ZINCp5000015MdZC,1
,,CCC[C@](C)(CC)C(=O)N[C@H]1CCN(C(=O)C2CC2)[C@@H]1CC,,,,,,ZINCmB000004pexL,1
,,CSc1ccnc(N2CC[C@@](C)(NC(=O)CC3COCCOC3)C2)n1,,,,,,ZINCpj00001BP6K8,1
,,Cc1ccc(C#N)cc1NC(=O)C#CCNC(=O)[C@H]1CNC(=O)N1,,,,,,ZINCo500000HFAhn,1
,,COC1CC(N=c2[nH]c(=NCCCCS(C)(=O)=O)[nH]c3c2CSC3)C1,,,,,,ZINCpq00000CF5rf,1
,,C=CC/C=C/CCC(=O)NC1(CNC(=O)c2coc(C(C)=O)c2)CC1,,,,,,ZINCpx00000oyTt0,1
,,Cc1c(CNC(=O)N2CC[C@@H]3CNC[C@@H]3C2)cnn1C,,,,,,ZINCka00000AivMx,1
,,CCC1CC(N=c2[nH]c(=NC)[nH]c(=N[C@@H](C)Cn3cncn3)[nH]2)C1,,,,,,ZINCom00000t6fIO,1
,,CCc1ncc(S(=O)(=O)N[C@@H]2CN(C(=O)C[C@H](C)O)C[C@@H]2C)o1,,,,,,ZINCn700001A1dJu,1
,,CCN1CC[C@@H]1CNC(=O)c1n[nH]cc1CNC(=O)c1c[nH]c(=N)o1,,,,,,ZINCp5000015MdZP,1
,,COC[C@@H](CC(=O)N1CCC[C@@H](C)C1)NC(=O)c1cc(OC)n[nH]1,,,,,,ZINCoe00000HT9I3,1
,,Cc1nc(-c2ccsc2)sc1C(=O)NC[C@H](C)NC(=O)[C@H]1C[C@@H]1C,,,,,,ZINCoA0000087TuB,1
,,CSc1ccnc(N2CC3(CN(C(=O)C4SCCCS4)CCO3)C2)n1,,,,,,ZINCpo00001BP6JR,1
,,CCc1ncc(S(=O)(=O)N[C@H](CO)CNC(=O)CC=C(Cl)Cl)o1,,,,,,ZINCnd00001A1dK5,1
,,CSc1ccnc(N2C[C@]34CCC[C@]3(CN(C(=O)[C@H]3CCO3)C4)C2)n1,,,,,,ZINCpo00001BP6JK,1
,,CC[C@H](C)C[C@@H](NC(=O)NCC1(c2ccccc2OC)CC1)C(=O)O,,,,,,ZINCpz000005RHcr,1
,,C=CC(C)(C)CC(=O)N[C@H](CC1CCC1)C(=O)N1[C@H]2C=CC[C@H]1CC2,,,,,,ZINCpF00000sVrF3,1
,,Cc1cc(NC(=O)C(=O)N2CC[C@@H]3CNC(=O)[C@@H]3C2)sn1,,,,,,ZINCl500000AivM8,1
,,CCN1CC[C@H]1CNC(=O)C1(N(C)C(=O)c2cnncc2NC)CC1,,,,,,ZINCp9000015MdZy,1
,,Cc1cccc(Cl)c1C(=O)N1CC(OC(F)(F)[C@@H](F)Br)C1,,,,,,ZINClH00000nlpos,1
,,Cc1nc(-c2ccncc2)cc(N2C[C@@H](C)O[C@@H](C(F)(F)F)C2)n1,,,,,,ZINCoA0000087TrL,1
,,CCSC[C@H](C)c1cn(CCC(=O)NCCCc2ccccn2)nn1,,,,,,ZINCpw00000oyTqd,1
,,CCc1ncc(S(=O)(=O)N[C@@H](C)CN(C)C(=O)[C@H]2CC2(F)F)o1,,,,,,ZINCng00001A1dJO,1
,,CCN1CC[C@@H]1CNC(=O)CCCCCCNC(=O)c1ncn(C)n1,,,,,,ZINCpd000015Me07,1
,,CCN1CC[C@@H]1CNC(=O)c1n[nH]c2c1CN(C(=O)C1=C(C)CC1)C2,,,,,,ZINCph000015MdZN,1
,,COC1CC(N=c2[nH]c(N3CCC[C@H](N(C)C)C3)nc3c2CCC3)C1,,,,,,ZINCpq00000CF5r8,1
,,C[C@H](NC(=O)[C@@H]1C[C@]1(F)Cl)C(C)(C)C(=O)N[C@@H]1CCCSCC1,,,,,,ZINCny00000r2mEy,1
,,OC1(CN2CCN3C(=NN=C3CC(F)(F)F)C2)CCCOC1,,,,,,ZINCmd00000fJPP1,1
,,CC[C@H](C)C[C@H](C)C(=O)N(C)C[C@@H]1CN(C(=O)[C@@]2(C)C[C@@H]2Br)CCO1,,,,,,ZINCpz000005RHi2,1
,,CC1(C)CN(C(=O)C(=O)N2C[C@@H]3CCCS(=O)(=O)[C@@H]3C2)C1,,,,,,ZINCl500000AivMd,1
,,CCc1ncc(S(=O)(=O)N[C@@H](C)CCCNC(=O)C[C@H](C)O)o1,,,,,,ZINCnb00001A1dJz,1
,,Fc1cc2[nH]cc(CN[C@@H]3CC=CCC3)c2cc1F,,,,,,ZINCjG00000eU9Im,1
,,CC[C@H](C)C[C@@H](C)C(=O)N[C@@H](C)CNC(=O)c1n[nH]cc1C1CCC1,,,,,,ZINCpz000005RH4v,1
,,Cc1nc(-c2ccn(CC(F)F)n2)n(CCc2ccccc2F)n1,,,,,,ZINCoA0000087Tom,1
,,CCc1ncc(S(=O)(=O)N[C@H](CC)CNC(=O)CC(C)(C)O)s1,,,,,,ZINCng00001A1dJF,1
,,CSc1ccnc(N2CCC[C@H]2CN(C)C(=O)c2cnc(N)cn2)n1,,,,,,ZINCpj00001BP6K1,1
,,C[C@H](NC(=O)[C@@H]1C[C@]1(F)Cl)c1nocc1C(=O)N(C)CC1CC1,,,,,,ZINCns00000r2mEp,1
,,Cc1nc(-c2ccsc2)sc1C(=O)NCCN(C)C(=O)[C@H]1C[C@@H]1C,,,,,,ZINCoA0000087TtQ,1
,,C#CCOCC(=O)NCC#CCNC(=O)CN1N=NC(C)=N1,,,,,,ZINCm300000fJPPV,1
,,CC1=C(C(=O)N(C)CC(C)(C)CNC(=O)C2(F)CC2)ON=C1,,,,,,ZINCmn00000fJPvA,1
,,COC[C@@]1(C)CN(C(=O)N[C@H](C)c2ncccc2Cl)CCO1,,,,,,ZINCms000000DBaI,1
,,CCN1CC[C@H]1CNC(=O)c1occc1CNC(=O)Cn1cnnc1,,,,,,ZINCp6000015MdZT,1
,,CCN1CC[C@H]1CNC(=O)c1nc(CNC(=O)COCCF)oc1C,,,,,,ZINCpa000015MdZx,1
,,C[C@@H]1CC[C@@H]1C(=O)NC[C@H]1CCCN1Cc1cn(CC(C)(C)C)nn1,,,,,,ZINCpu00000yMt0U,1
,,CCN1CC[C@@H]1CNC(=O)[C@]1(NC(=O)C[C@@H](O)CC(C)C)CCSC1,,,,,,ZINCpf000015MdZI,1
,,COC1CC(N=c2[nH]c(N3CCc4nocc4C3)nc3c2SCC3)C1,,,,,,ZINCps00000CF5r7,1
,,CCc1ncc(S(=O)(=O)N[C@H](C)CNC(=O)[C@@H]2CC[C@H]2C)n1C,,,,,,ZINCne00001A1dJY,1
,,C[C@H](NC(=O)[C@@H]1C[C@@]1(F)Cl)[C@@H]1C[C@H]1C(=O)NCC(C)(C)C(F)F,,,,,,ZINCnu00000r2mEC,1
,,Cc1cc(NC(=O)C(=O)N2C[C@H]3C[C@@H](O)CC[C@H]3C2)sn1,,,,,,ZINClg00000AivMg,1
,,Fc1cc2[nH]cc(CNCC=CBr)c2c(F)c1F,,,,,,ZINCiF00000eU9Ik,1
,,C[C@H](NC(=O)[C@@H]1C[C@]1(F)Cl)c1nocc1C(=O)N[C@@H]1CC1(C)C,,,,,,ZINCnt00000r2mEq,1
,,C=CCCCC(=O)NCC(C)CN(C)C(=O)[C@H]1CNC(=O)C1,,,,,,ZINCmc00000fJPgn,1
,,C=CC1CC(N=c2[nH]c(=NC)[nH]c(=NCCN(C)CC(F)F)[nH]2)C1,,,,,,ZINCoo00000t6fIN,1
,,COC[C@@]1(C)CCN([C@H](C)C(=O)Nc2ccccc2C#N)C1,,,,,,ZINCms000000DB5E,1
,,COC[C@@]1(C)CN(C(=O)[C@H](C)Cc2cccc(F)c2)CCO1,,,,,,ZINCms000000DBbh,1
,,CC1(C)CCC[C@]1(N)C(=O)N1CCN(Cc2ccc(F)cc2F)CC1,,,,,,ZINCpv00000oySYi,1
,,CSC1CCN([C@H](c2cccnn2)c2nnnn2[C@H]2CCOC2)CC1,,,,,,ZINCpj00001BP6JI,1
,,Cc1cc(=NC(=O)CN2CCO[C@H](C)[C@H]2C(N)=O)[nH]o1,,,,,,ZINCk500000AivM4,1
,,CCN1CC[C@@H]1CNC(=O)c1ncoc1CNC(=O)[C@H](F)C(F)(F)F,,,,,,ZINCpg000015MdZA,1
,,CCN1CC[C@H]1CNC(=O)CC1=CCN(C(=O)[C@](C)(O)C2CC2)CC1,,,,,,ZINCpf000015MdZZ,1
,,COC[C@H](C)C(=O)N1CCC[C@@H](C(C)(C)C(=O)N(CCO)OC)C1,,,,,,ZINCof00000HT9I6,1
,,CC1(CCNC(=O)C(=O)N[C@@H]2C[C@@H]3CC[C@@H]32)CCC1,,,,,,ZINCjl00000AivMp,1
,,CC[C@H](C)C[C@@H](C)C(=O)N[C@H]1CCN(C(=O)C(C)(C)CCCO)[C@@H]1C,,,,,,ZINCpz000005RH9X,1
,,CCN1CC[C@@H]1CNC(=O)c1n[nH]cc1CNC(=O)CNC(=O)OC,,,,,,ZINCp5000015MdZQ,1
,,COC[C@@H](CC(=O)N1CCC[C@H]2COC[C@H]21)NC(=O)[C@@H]1C[C@@]1(F)Cl,,,,,,ZINCog00000HT9I2,1
,,CCN1CC[C@H]1CNC(=O)[C@]1(F)CCN(C(=O)c2ccc(O)cn2)C1,,,,,,ZINCpb000015MdZs,1
,,CC(C(=O)N1[C@H](C)C[C@@H]1C(=O)N=c1cc(C2CC2)n(C)[nH]1)=C1CC1,,,,,,ZINCot00000sXlyZ,1
,,COC[C@@H](CC(=O)N1CCC[C@@H](C)[C@H]1CO)NC(=O)c1ccco1,,,,,,ZINCog00000HT9I8,1
,,COC[C@H](C)C(=O)N1CCC[C@@H]1C(=O)N[C@H]1C[C@@H](CO)C12CCC2,,,,,,ZINCof00000HT9HT,1
,,CSc1ccnc(N2CC3(CCN(C(=O)Cc4ccn(C)c4)C3)C2)n1,,,,,,ZINCpo00001BP6JO,1
,,COC1CC(N=c2[nH]c(N3CCO[C@@H](C)CC3)nc3cccnc23)C1,,,,,,ZINCps00000CF5rb,1
,,C=CC1CC(N=c2[nH]c(N3CCOCC3)nc(=NCCSC)[nH]2)C1,,,,,,ZINCoo00000t6fIF,1
,,CCN1CC[C@@H]1CNC(=O)C1(F)CN(C(=O)c2cc([N+](=O)[O-])n[nH]2)C1,,,,,,ZINCp5000015MdZu,1
,,CSc1cc(N[C@@H](CCCC#N)c2nnnn2[C@H]2CCOC2)nn1C,,,,,,ZINCpp00001BP6JJ,1
,,CCCCCCC(=O)N[C@@H](CC1CCC1)C(=O)N1CCSCC[C@H]1C,,,,,,ZINCpJ00000sVrF0,1
,,CCN(CCCNC(=O)/C=C/C(F)F)C(=O)C1=C[C@@](C)(CC)C1,,,,,,ZINCnz00000llstb,1
,,CC[C@H](C)C[C@@H](C)C(=O)NC[C@@H](NC(=O)[C@H](C(C)C)N(C)C)C(C)C,,,,,,ZINCpz000005RGVo,1
,,CC[C@H](C)C[C@@H](C)C(=O)NCCCCC1CN(C(=O)CC(C)(C)O)C1,,,,,,ZINCpz000005RGR4,1
,,Fc1cc2[nH]cc(CN3C[C@@H]4C[C@H]3CS4)c2cc1F,,,,,,ZINCjB00000eU9Ii,1
,,CC[C@H](C)C[C@H](C)C(=O)N(C)C1CN(C(=O)C[C@@H]2COC(C)(C)C2)C1,,,,,,ZINCpz000005RHdw,1
,,CC1(C)C[C@](C)(NCc2cn(CC3(O)CCNCC3)nn2)C(=O)O1,,,,,,ZINCo500000HFAhu,1
,,COC1CCN(c2ncnc(=NCC(C)(C)CN3CCCC3)[nH]2)CC1,,,,,,ZINCpq00000CF5qV,1
,,CCc1ncc(S(=O)(=O)N[C@@H](C)CNC(=O)[C@H]2CCCN2C)o1,,,,,,ZINCn700001A1dJZ,1
,,CSC1CCN([C@H](c2ccc(C)nc2)c2nnnn2C2COC2)CC1,,,,,,ZINCpo00001BP6JH,1
,,CCN1CC[C@H]1CNC(=O)c1coc(CNC(=O)[C@@H]2CC(=O)CS2)n1,,,,,,ZINCp7000015MdZp,1
,,COC[C@H](C)C(=O)N1CCC([C@@H](C)C(=O)NCCC[S@](C)=O)CC1,,,,,,ZINCog00000HT9Ie,1
,,CCc1ncc(S(=O)(=O)N[C@@H]2CN(C(=O)[C@@H]3C[C@H]3Cl)C[C@H]2C)o1,,,,,,ZINCnf00001A1dJv,1
,,Cc1ccc(F)c(C(=O)NC(C)(C)CNC(=O)[C@@H]2[C@H]3C[C@H]3[C@H]3C[C@H]32)c1,,,,,,ZINCpw00000oyTcT,1
,,O=C(CCC1=CC=CC=N1)NC1CN(C(=O)C2=CN=CO2)C1,,,,,,ZINCmc00000fJPPd,1
,,CCN1CC[C@@H]1CNC(=O)CC(C)(C)CNC(=O)[C@@H]1CCN(C)C1=O,,,,,,ZINCp8000015Me0g,1
,,Cc1ccc(C#N)cc1NC(=O)c1cc(CNC(=O)C(N)=O)[nH]n1,,,,,,ZINCo500000HFAhl,1
,,CON=CC(=O)NC(C)C1(O)CN(C(=O)C2COCCO2)C1,,,,,,ZINCm400000fJPVP,1
,,COC1CC(Nc2ncnc(=N[C@H](C)c3cc4n(n3)CCCC4)[nH]2)C1,,,,,,ZINCpr00000CF5qZ,1
,,CSc1ccnc(N2CCC[C@H](CNC(=O)c3sc(O)nc3C)C2)n1,,,,,,ZINCpp00001BP6K2,1
,,CC[C@H](C)C[C@@H](C)C(=O)N[C@H](C)CC1CN(C(=O)CCC(C)(C)O)C1,,,,,,ZINCpz000005RH8m,1
,,Cc1nc(-c2ccncc2Cl)n(-c2ccc(S(C)(=O)=O)cc2C)n1,,,,,,ZINCoA0000087Ts1,1
,,CC(C(=O)N1[C@@H](C)C[C@H]1C(=O)N(C)[C@@H]1C[C@H]2CC[C@@H]1O2)=C1CCC1,,,,,,ZINCos00000sXlz5,1
,,CC1(C)CN(C(=O)C(=O)N[C@@H]2C[C@H]3CC[C@@H]32)CC1(F)F,,,,,,ZINCkk00000AivMo,1
,,CCN1CC[C@@H]1CNC(=O)c1c[nH]nc1CCNC(=O)C1CC(C)C1,,,,,,ZINCpf000015MdZj,1
,,CSCC(=O)N[C@@H]1COC[C@@H]1NC(=O)[C@H](C)C1=CC=CC=C1,,,,,,ZINCmh00000fJPRh,1
,,CSc1ccnc(N2CC[C@](C)(CCNC(=O)[C@H](C)OC(C)=O)C2)n1,,,,,,ZINCpo00001BP6JV,1
,,CCN1CC[C@H]1CNC(=O)[C@@](C)(CC)CNC(=O)CSc1nc[nH]n1,,,,,,ZINCpc000015Me0h,1
,,N#CC1=NC=C(C(=O)N2CCC(NC(=O)C3CC3(F)F)C2)S1,,,,,,ZINCmg00000fJPWR,1
,,C=CC1CC(N=c2[nH]c(=NC[C@@H](C)C(=O)NC)[nH]c3c2COC3)C1,,,,,,ZINCom00000t6fIJ,1
,,Cc1nocc1C(=O)N=c1[nH][nH]c2c1CN(Cc1ccncc1)C2,,,,,,ZINCoi00000opcNB,1
,,CCN1CC[C@@H]1CNC(=O)C1(SC)CN(C(=O)C[C@H]2COC(=O)C2)C1,,,,,,ZINCp6000015MdZW,1
,,CC(CO)(CNC(=O)C1=CC(Br)=NO1)NC(=O)CC(F)(F)F,,,,,,ZINCmf00000fJPUw,1
,,COC[C@@]1(C)COCCN1C(=O)c1ccc(C(C)(C)C)cn1,,,,,,ZINCms000000DBeL,1
,,Cc1nc(-c2ccnc(N3CCCCC3)n2)n(C[C@H](C)C2CC2)n1,,,,,,ZINCoA0000087TpW,1
,,Cc1nocc1C(=O)NC1(CC(=O)NCCc2ncc[nH]2)CCC1,,,,,,ZINCoh00000opcNx,1
,,Cc1nocc1C(=O)NC[C@@]12C[C@@H]1CN(C(=O)CCCCCO)C2,,,,,,ZINCoh00000opcNC,1
,,CCc1ncc(S(=O)(=O)N[C@@H](C)CN(C)C(=O)c2ccns2)o1,,,,,,ZINCnh00001A1dJM,1
,,C[C@H]1CC[C@H]1C(=O)NC[C@H]1CC[C@@H](CNC(=O)[C@@]2(C)CCOC2)CC1,,,,,,ZINCpu00000yMt0T,1
,,CSC1CC(N(C)C(=O)[C@H](CN=[N+]=[N-])NC(=O)CCc2cnco2)C1,,,,,,ZINCpn00001BP6Jx,1
,,CC1CCN(C(=O)C(=O)N[C@@H]2C[C@@H]3CC[C@H]2N3)CC1,,,,,,ZINCj800000AivMn,1
,,C[C@H](NC(=O)[C@@H]1C[C@]1(F)Cl)[C@@H]1C[C@H]1C(=O)NCCSC(C)(C)C,,,,,,ZINCnx00000r2mED,1
,,Cc1cc(NC(=O)C(=O)N2CC[C@@H]3CN[C@@H]3C2)n(C)n1,,,,,,ZINCk500000AivM7,1
,,CCc1ccncc1N[C@@]1(c2nnnn2C)C[C@H](C)N(C2CC2)C1,,,,,,ZINCon00000t6fIT,1
,,CSc1ccnc(N2Cc3ccccc3[C@H](NC(=O)CN(C)C)C2)n1,,,,,,ZINCpp00001BP6JL,1
,,CCc1ncc(S(=O)(=O)N[C@@H](C)CN(C)C(=O)c2cc[nH]c2)o1,,,,,,ZINCng00001A1dJL,1
,,CC1(C)CN(C(=O)C(=O)N2C[C@@H]3C[C@]3(O)C2)C[C@@H](CO)O1,,,,,,ZINCl400000AivMc,1
,,CCc1ncc(S(=O)(=O)N[C@@H](C)CCN(C)C(=O)[C@H]2C[C@@H]2C)o1,,,,,,ZINCnk00001A1dJD,1
,,Cc1nocc1C(=O)Nc1c[nH]nc1C(=O)N1CCCC[C@@H]1C#N,,,,,,ZINCok00000opcNy,1
,,Cc1cc(=NC(=O)N2C[C@@H]3CCS(=O)(=O)[C@@H]3C2)cc[nH]1,,,,,,ZINCkg00000AivMz,1
,,CCN1CC[C@@H]1CNC(=O)[C@@]1(F)CCN(C(=O)C=Cc2cc[nH]n2)C1,,,,,,ZINCpb000015MdZt,1
,,CSC1CC(N[C@H]2CCn3ncnc3C2)(c2nnnn2CC(C)C)C1,,,,,,ZINCpi00001BP6JG,1
,,CCc1ncc(S(=O)(=O)N[C@H](C)CNC(=O)[C@H]2C[C@@H](OC)C2)o1,,,,,,ZINCna00001A1dK1,1
,,C[C@@]1(CCNC(=O)C(=O)N2CCC3(C=C3)CC2)C[C@]1(F)Cl,,,,,,ZINClp00000AivM5,1
,,CC(C(=O)N1[C@H](C)CC[C@@H]1C(=O)NCc1[nH]cnc1C)=C1CCC1,,,,,,ZINCos00000sXlyT,1
,,Cc1nc(-c2ccsc2)sc1C(=O)NCCNC(=O)C[C@H]1C[C@@H]1C,,,,,,ZINCoA0000087Tu1,1
,,COCCC(CNC(=O)C=CC1=CC=CO1)NC(=O)C(C)O,,,,,,ZINCm900000fJP7E,1
,,Cc1nocc1C(=O)N1[C@@H](C(=O)N(CCCO)C(C)C)C[C@@H]2C[C@H]21,,,,,,ZINCoi00000opcNt,1
,,Cc1nocc1C(=O)N(c1ncc2ccsc2n1)C1(CN)COC1,,,,,,ZINCoj00000opcNz,1
,,CCN1CC[C@H]1CNC(=O)C(CC)(CC)CNC(=O)c1[nH]nnc1C,,,,,,ZINCpe000015Me08,1
,,CSc1ccnc(N2CCC[C@@H](NC(=O)c3ccnc(F)c3O)C2)n1,,,,,,ZINCpo00001BP6K5,1
,,C=C1CC(N)(C(=O)N2CCC[C@@H]3NCCCC[C@H]32)C1,,,,,,ZINCjh00000AivMu,1
,,O=C(N[C@H]1CCOC2(CCSCC2)C1)N1CC[C@@H](F)C1,,,,,,ZINCkr000000jLon,1
,,CCc1ccncc1N[C@@H](c1ccc(OC)cn1)c1nnnn1C,,,,,,ZINCon00000t6fIU,1
,,CCN1CC[C@H]1CNC(=O)c1c[nH]nc1CNC(=O)[C@@H](F)C(C)(C)O,,,,,,ZINCp5000015MdZm,1
,,CCc1ncc(S(=O)(=O)N[C@H]2CN(C(=O)[C@@H](C)CC)C[C@H]2O)s1,,,,,,ZINCnc00001A1dJw,1
,,Cc1nc(-c2ccn(C)n2)sc1CC(=O)NCC1CCC(F)CC1,,,,,,ZINCoA0000087TnD,1
,,CCc1ncc(S(=O)(=O)N[C@H]2C[C@H](NC(=O)[C@@H]3CCCS3)C2)s1,,,,,,ZINCnl00001A1dJt,1
,,C[C@H](NC(=O)[C@H]1C[C@]1(F)Cl)C(C)(C)C(=O)N1CCS[C@H](C)CC1,,,,,,ZINCnx00000r2mEv,1
,,Fc1ccc(F)c(OCCN=c2cc(C(F)F)c3c[nH][nH]c-3n2)c1,,,,,,ZINCoG00000kov2v,1
,,C=CC1CC(N=c2[nH]c(N3CCS(=O)(=O)CC3)nc3c2SCC3)C1,,,,,,ZINCon00000t6fIG,1
,,CCc1ncc(S(=O)(=O)N[C@H]2C[C@@H](CNC(=O)[C@H]3C[C@@H]3Cl)C2)s1,,,,,,ZINCnl00001A1dJp,1
,,C[C@H]1CC[C@H]1C(=O)NC[C@@H]1C[C@@H](CNc2nccc(C(F)F)n2)CO1,,,,,,ZINCpt00000yMt0Z,1
,,CC1CC(C(N)=O)CN(C(=O)CN2C=C(C(=O)NO)N=N2)C1,,,,,,ZINCm400000fJQ6B,1
,,CC[C@H](C)C[C@@H](C)C(=O)N[C@@H](C)CCNC(=O)[C@@H]1CCN1C(C)(C)C,,,,,,ZINCpz000005RH3p,1
,,CCc1ccncc1N[C@@H](c1nc[nH]n1)c1nnnn1C(C)(C)C,,,,,,ZINCon00000t6fIW,1
,,Cc1cc(NC(=O)C(=O)N2C[C@@H]3C[C@H](C2)N3C)ccc1N,,,,,,ZINCla00000AivMf,1
,,COC1CC(N=c2ncnc(N(C)Cc3cccc([N+](=O)[O-])c3)[nH]2)C1,,,,,,ZINCpq00000CF5qU,1
,,CSc1ccnc(N2CC[C@@](C)(CNC(=O)[C@H]3CCCN(C)C3)C2)n1,,,,,,ZINCpo00001BP6JZ,1
,,CCN(CCCNC(=O)CC(Cl)Cl)C(=O)Cc1ccccc1C,,,,,,ZINCnA00000llstj,1
,,CC[C@H](C(=O)N(C)CCCNC(=O)[C@H](C)CC1CCC1)n1cccn1,,,,,,ZINCpw00000oyT71,1
,,CON=CC(=O)N1CC[C@H]2CN(C(=O)CC3CC34CC4)[C@H]2C1,,,,,,ZINCme00000fJQ9B,1
,,CCc1ncc(S(=O)(=O)N[C@H]2C[C@@H](NC(=O)C[C@@H](O)CF)C2)s1,,,,,,ZINCn900001A1dJr,1
,,CCN1CC[C@H]1CNC(=O)[C@@]1(OC)CCN(C(=O)Cc2cnsc2)C1,,,,,,ZINCpb000015MdZU,1
,,CCN1CC[C@@H]1CNC(=O)C1(F)CN(C(=O)CC[C@H]2CCCCO2)C1,,,,,,ZINCpg000015MdZv,1
,,CCCC(=O)N[C@@]12C[C@@H]1CN(C(=O)C(OCC)C1CCC1)C2,,,,,,ZINCmn00000fJPdE,1
,,CSc1ccnc(N2CC3(CC[C@H](CNC(=O)[C@@H]4CC4(F)F)O3)C2)n1,,,,,,ZINCpn00001BP6JM,1
,,CCN1CC[C@H]1CNC(=O)C#CC(C)(C)CNC(=O)Cc1ccoc1,,,,,,ZINCph000015Me09,1
,,O=C(N[C@H]1CCO[C@H](C2CC2)C1)C1(O)CCCCCC1,,,,,,ZINCkr000000jLpK,1
,,CCc1ncc(S(=O)(=O)N[C@@H](C)[C@H](C)NC(=O)CN(C)CC)o1,,,,,,ZINCn900001A1dJK,1
,,CC(C(=O)N1[C@@H](C)C[C@@H]1C(=O)NCc1cccnc1F)=C1CCC1,,,,,,ZINCot00000sXlz2,1
,,CC(C(=O)N1[C@H](C)C[C@@H]1C(=O)N1CC[C@@H](CCO)C1)=C1CCCC1,,,,,,ZINCoq00000sXlyW,1
,,CC[C@H](C)C[C@@H](C)C(=O)N1CCC[C@@H](CCNC(=O)c2nncs2)C1,,,,,,ZINCpz000005RGCK,1
,,Cc1cc(NC(=O)N2CCC[C@@H]3[C@H]2CCN3C)c(C)nn1,,,,,,ZINCln00000AivMt,1
,,CCN(CCCNC(=O)CC(Cl)Cl)C(=O)c1cc(F)cc(F)c1,,,,,,ZINCnB00000llsth,1
,,CSc1ccnc(N2CC[C@](CO)(CNC(=O)[C@@H](C)CC(F)F)C2)n1,,,,,,ZINCpn00001BP6Kf,1
,,CCSCCC(=O)N[C@@H](CCOC)CNC(=O)[C@H]1CCCC(F)(F)C1,,,,,,ZINCpv00000oyTsl,1
,,CSC1CC(N(C)C(=O)[C@H](O)CCNC(=O)c2ccnn2C(C)C)C1,,,,,,ZINCpi00001BP6JD,1
,,CSc1ccnc(N2CCCC[C@@H](NC(=O)c3ccc(=N)[nH]n3)C2)n1,,,,,,ZINCpj00001BP6JW,1
,,CCc1ccncc1N[C@H](c1ncc([C@H](C)O)s1)c1nnnn1C,,,,,,ZINCoo00000t6fIV,1
,,CCN1CC[C@@H]1CNC(=O)CCC1(NC(=O)[C@H]2CCNC2=O)CCC1,,,,,,ZINCp7000015Me05,1
,,COC[C@@H](CC(=O)N1CCC[C@H](C)[C@@H]1CO)NC(=O)CC(F)(F)F,,,,,,ZINCog00000HT9Ia,1
,,CC(C)(C)CCC(=O)N[C@@H](CC1CCC1)C(=O)NC1CC2(CCC2)C1,,,,,,ZINCpJ00000sVrF7,1
,,CCn1cc(CC(=O)N[C@H]2C[C@@H]2NC(=O)C(C)(C)C)c2ccccc21,,,,,,ZINCpw00000oyT1t,1
,,COC[C@H](C)C(=O)N1CCC([C@H](C)C(=O)N(C)[C@@H](C)C(N)=O)CC1,,,,,,ZINCoa00000HT9If,1
,,Fc1ccc(F)c(OCCNCc2ncc(C3CCCCC3)[nH]2)c1,,,,,,ZINCoJ00000kov2w,1
,,CCC[C@](C)(NC(=O)OC(C)(C)C)C(=O)N(C)CC(C)(F)F,,,,,,ZINCmB000004pezp,1
,,Cc1c[nH]c(C(=O)N[C@@H]2CN(C(=O)Cc3ccsc3)CC(F)(F)C2)c1,,,,,,ZINCpv00000oyT02,1
,,CCC[C@](C)(NC(=O)OC(C)(C)C)C(=O)N=[S@@](C)(=O)C(C)C,,,,,,ZINCmB000004pezs,1
,,CCN1CC[C@H]1CNC(=O)C[C@]1(C)CCN(C(=O)CN(C)C(C)=O)C1,,,,,,ZINCp9000015MdZY,1
,,C[C@H]1CC[C@H]1C(=O)NC[C@@H]1CCCN(C(=O)C[C@H]2CSCCO2)CC1,,,,,,ZINCpt00000yMt0X,1
,,CSC1CC(N(C)C(=O)[C@H](F)[C@H](C)CNC(=O)c2cncc(C)n2)C1,,,,,,ZINCpo00001BP6Jy,1
